Entry	Gene names	Length
Q9NP64	ZCCHC17 PS1D HSPC243 HSPC251 LDC4	241
Q9NX24	NHP2 NOLA2 HSPC286	153
Q96E22	NUS1 C6orf68 NGBR	293
Q9Y6K9	IKBKG FIP3 NEMO	419
Q9NPG2	NGB	151
Q00604	NDP EVR2	133
O14777	NDC80 HEC HEC1 KNTC2	642
Q8NEJ9	NGDN C14orf120	315
Q92597	NDRG1 CAP43 DRG1 RTP	394
Q9UN36	NDRG2 KIAA1248 SYLD	371
Q9NXR1	NDE1 NUDE	335
Q9UGV2	NDRG3	375
Q92859	NEO1 IGDCC2 NGN	1461
Q9ULX3	NOB1 ART4 NOB1P PSMD8BP1 MSTP158	412
Q9GZM8	NDEL1 EOPA MITAP1 NUDEL	345
P01138	NGF NGFB	241
Q92979	EMG1 C2F	244
P52848	NDST1 HSST HSST1	882
O14745	SLC9A3R1 NHERF NHERF1	358
Q15599	SLC9A3R2 NHERF2	337
Q96IV0	NGLY1 PNG1	654
Q86UT5	PDZD3 IKEPP NHERF4 PDZK2 DLNB27	571
O15239	NDUFA1	70
Q8NE86	MCU C10orf42 CCDC109A	351
Q92585	MAML1 KIAA0200	1016
O95243	MBD4 MED1	580
Q15013	MAD2L1BP CMT2 KIAA0110	274
O95298	NDUFC2 HLC1	119
P43355	MAGEA1 MAGE1 MAGE1A	309
P35219	CA8 CALS	290
P08571	CD14	375
Q8TDI0	CHD5 KIAA0444	1954
P51681	CCR5 CMKBR5	352
Q9Y259	CHKB CHETK CHKL	395
P28562	DUSP1 CL100 MKP1 PTPN10 VH1	367
P26441	CNTF	200
P31327	CPS1	1500
O43809	NUDT21 CFIM25 CPSF25 CPSF5	227
P22914	CRYGS CRYG8	178
O76003	GLRX3 PICOT TXNL2 HUSSY-22	335
Q8N158	GPC2	579
P49915	GMPS	693
P51460	INSL3 RLF RLNL	131
O15217	GSTA4	222
Q9NVH2	INTS7 C1orf73	962
P78417	GSTO1 GSTTLP28	241
Q9P0M6	MACROH2A2 H2AFY2	372
P34947	GRK5 GPRK5	590
Q13237	PRKG2 PRKGR2	762
P17612	PRKACA PKACA	351
P43629	KIR3DL1 CD158E NKAT3 NKB1	444
O00139	KIF2A KIF2 KNS2	706
Q12791	KCNMA1 KCNMA SLO	1236
P46013	MKI67	3256
Q99661	KIF2C KNSL6	725
Q9Y691	KCNMB2	235
Q8IX03	WWC1 KIAA0869	1113
O15066	KIF3B KIAA0359	747
Q86W47	KCNMB4	210
P10721	KIT SCFR	976
Q9UIJ7	AK3 AK3L1 AK6 AKL3L	227
O14782	KIF3C	793
P52732	KIF11 EG5 KNSL1 TRIP5	1056
O43824	GTPBP6 PGPL	516
P09341	CXCL1 GRO GRO1 GROA MGSA SCYB1	107
Q7LDG7	RASGRP2 CDC25L MCG7	609
O15229	KMO	486
Q5VV43	KIAA0319	1072
P08729	KRT7 SCL	469
P48050	KCNJ4 IRK3	445
Q9Y5J3	HEY1 BHLHB31 CHF2 HERP2 HESR1 HRT1	304
P54198	HIRA DGCR1 HIR TUPLE1	1017
Q76N89	HECW1 KIAA0322 NEDL1	1606
P02100	HBE1 HBE	147
Q9UL51	HCN2 BCNG2	889
P51610	HCFC1 HCF1 HFC1	2035
P86397	HTD2	168
Q14541	HNF4G NR2A2	408
P35680	HNF1B TCF2	557
Q96JZ2	HSH2D ALX	352
O43390	HNRNPR HNRPR	633
P01880	IGHD	384
O60921	HUS1	280
Q0D2I5	IFFO1 IFFO	559
P32019	INPP5B OCRL2	993
P54317	PNLIPRP2 PLRP2	469
Q96JA1	LRIG1 LIG1	1093
Q969R5	L3MBTL2	705
O95819	MAP4K4 HGK KIAA0687 NIK	1239
Q9UBB5	MBD2	411
P14151	SELL LNHR LYAM1	372
O43708	GSTZ1 MAAI	216
Q86Y78	LYPD6 UNQ3023/PRO9821	171
Q86YT6	MIB1 DIP1 KIAA1323 ZZANK2	1006
P35240	NF2 SCH	595
Q9P086	MED11 HSPC296	117
P22059	OSBP OSBP1	807
Q13613	MTMR1	665
Q13330	MTA1	715
P20585	MSH3 DUC1 DUG	1137
Q15366	PCBP2	365
Q92934	BAD BBC6 BCL2L8	168
O95971	CD160 BY55	181
Q9NUL7	DDX28 MDDX28	540
Q8WTQ1	DEFB104A DEFB104 DEFB4; DEFB104B	72
Q9NWV4	CZIB C1orf123	160
Q99613	EIF3C EIF3S8	913
P21333	FLNA FLN FLN1	2647
P06734	FCER2 CD23A CLEC4J FCE2 IGEBF	321
Q8IZT8	HS3ST5 3OST5 HS3OST5	346
Q9Y297	BTRC BTRCP FBW1A FBXW1A	605
Q14353	GAMT	236
O15117	FYB1 FYB SLAP130	783
P41250	GARS1 GARS	739
P49356	FNTB	437
P34913	EPHX2	555
Q8TF65	GIPC2	315
P23378	GLDC GCSP	1020
P63211	GNGT1	74
P59768	GNG2	71
O60547	GMDS	372
P07203	GPX1	203
Q9H0R4	HDHD2	259
Q93099	HGD HGO	445
Q96QV1	HHIP HIP UNQ5825/PRO19644	700
Q6NVY1	HIBCH	386
Q9H2X6	HIPK2	1198
P14866	HNRNPL HNRPL P/OKcl.14	589
P32754	HPD PPD	393
P10321	HLA-C HLAC	366
Q9Y251	HPSE HEP HPA HPA1 HPR1 HPSE1 HSE1	543
P0DOX7		214
P01854	IGHE	428
Q9UKS7	IKZF2 HELIOS ZNFN1A2	526
Q9NZN1	IL1RAPL1 OPHN4	696
P51617	IRAK1 IRAK	712
Q9NR82	KCNQ5	932
P06239	LCK	509
Q14657	LAGE3 DXS9879E ESO3 ITBA2	143
Q9UI95	MAD2L2 MAD2B REV7	211
Q9Y6D9	MAD1L1 MAD1 TXBP181	718
P10253	GAA	952
Q9H063	MAF1	256
Q14566	MCM6	821
P02686	MBP	304
Q9Y3C7	MED31 SOH1 CGI-125	131
Q86W50	METTL16 METT10D	562
L0R8F8	MIEF1	70
P45452	MMP13	471
O96033	MOCS2 MOCO1	88
Q9BW61	DDA1 C19orf58 PCIA1	102
O00571	DDX3X DBX DDX3	662
P01034	CST3	146
Q7L2H7	EIF3M HFLB5 PCID1 GA17 PNAS-125	374
Q9HC35	EML4 C2orf2 EMAPL4	981
Q8IVS2	MCAT MT	390
P55316	FOXG1 FKH2 FKHL1 FKHL2 FKHL3 FKHL4 FOXG1A FOXG1B FOXG1C	489
O00409	FOXN3 C14orf116 CHES1	490
Q9BZS1	FOXP3 IPEX JM2	431
Q0VG06	FAAP100 C17orf70	881
Q7L5D6	GET4 C7orf20 CEE TRC35 CGI-20	327
P08069	IGF1R	1367
P47870	GABRB2	512
P14770	GP9	177
Q08379	GOLGA2	1002
Q9P2T1	GMPR2	348
Q9H8Y8	GORASP2 GOLPH6	452
P46926	GNPDA1 GNPI HLN KIAA0060	289
P35754	GLRX GRX	106
P01275	GCG	180
Q30201	HFE HLAH	348
O75031	HSF2BP MEILB2	334
Q03933	HSF2 HSTF2	536
Q92598	HSPH1 HSP105 HSP110 KIAA0201	858
Q9Y663	HS3ST3A1 3OST3A1 HS3ST3A UNQ2551/PRO6180	406
Q16082	HSPB2	182
P01889	HLA-B HLAB	362
P04792	HSPB1 HSP27 HSP28	205
P20042	EIF2S2 EIF2B	333
P55145	MANF ARMET ARP	182
Q92918	MAP4K1 HPK1	833
O15296	ALOX15B	676
P01562	IFNA1; IFNA13	189
P01563	IFNA2 IFNA2A IFNA2B IFNA2C	188
P58062	SPINK7 ECG2 UNQ745/PRO1474	85
O43187	IRAK2	625
P05161	ISG15 G1P2 UCRP	165
O14960	LECT2	151
P01594	IGKV1-33	117
P43364	MAGEA11 MAGE11	429
A1Z1Q3	MACROD2 C20orf133	425
Q9ULK4	MED23 ARC130 CRSP3 DRIP130 KIAA1216 SUR2	1368
Q03112	MECOM EVI1 MDS1 PRDM3	1230
Q96BY2	MOAP1 PNMA4	351
Q9H8S9	MOB1A C2orf6 MOB4B MOBK1B MOBKL1B	216
Q9NP71	MLXIPL BHLHD14 MIO WBSCR14	852
Q8IVH4	MMAA	418
Q14165	MLEC KIAA0152	292
P43246	MSH2	934
Q13614	MTMR2 KIAA1073	643
P55273	CDKN2D	166
P51684	CCR6 CKRL3 CMKBR6 GPR29 STRL22	374
Q9H211	CDT1	546
P26998	CRYBB3 CRYB3	211
P68400	CSNK2A1 CK2A1	391
P02489	CRYAA CRYA1 HSPB4	173
P04632	CAPNS1 CAPN4 CAPNS	268
Q9BWK5	CYREN C7orf49 MRI	157
Q13618	CUL3 KIAA0617	768
P19875	CXCL2 GRO2 GROB MIP2A SCYB2	107
O15194	CTDSPL C3orf8 NIF1 NIFL SCP3 YA22	276
P12074	COX6A1 COX6AL	109
P25024	CXCR1 CMKAR1 IL8RA	350
Q9UKL4	GJD2 GJA9	321
O43169	CYB5B CYB5M OMB5	150
Q9NVP1	DDX18 cPERP-D	670
P20711	DDC AADC	480
Q9NRG7	SDR39U1 C14orf124 HCDI	293
O60479	DLX3	287
P25685	DNAJB1 DNAJ1 HDJ1 HSPF1	340
P28067	HLA-DMA DMA RING6	261
Q8IY37	DHX37 DDX37 KIAA1517	1157
Q6P3W2	DNAJC24 DPH4 ZCSL3	149
P49917	LIG4	911
Q9UBT3	DKK4	224
Q02487	DSC2 CDHF2 DSC3	901
Q9NY33	DPP3	737
Q14117	DPYS	519
P79483	HLA-DRB3	266
Q9UKG1	APPL1 APPL DIP13A KIAA1428	709
Q8NEJ0	DUSP18 LMWDSP20	188
Q9P2K8	EIF2AK4 GCN2 KIAA1338	1649
P18507	GABRG2	467
A0AVK6	E2F8	867
Q96JJ3	ELMO2 CED12A KIAA1834	720
Q7L5Y1	ENOSF1 RTS TYMSAS	443
Q9UKT4	FBXO5 EMI1 FBX5	447
Q9UBH0	IL36RN FIL1D IL1F5 IL1HY1 IL1L1 IL1RP3 UNQ1896/PRO4342	155
P34896	SHMT1	483
P01859	IGHG2	326
P29460	IL12B NKSF2	328
P06730	EIF4E EIF4EL1 EIF4F	217
P01574	IFNB1 IFB IFNB	187
Q96SY0	INTS14 C15orf44 VWA9	518
P08514	ITGA2B GP2B ITGAB	1039
Q9ULR0	ISY1 KIAA1160	285
Q9Y624	F11R JAM1 JCAM UNQ264/PRO301	299
P06756	ITGAV MSK8 VNRA VTNR	1048
Q9H0B6	KLC2	622
Q9Y2M5	KLHL20 KLEIP KLHLX	609
Q8IU85	CAMK1D CAMKID	385
P08254	MMP3 STMY1	477
P09237	MMP7 MPSL1 PUMP1	267
Q13557	CAMK2D CAMKD	499
Q16566	CAMK4 CAMK CAMK-GR CAMKIV	473
Q9NZI2	KCNIP1 KCHIP1 VABP	227
Q9NS40	KCNH7 ERG3	1196
P10644	PRKAR1A PKR1 PRKAR1 TSE1	381
Q9H3R0	KDM4C GASC1 JHDM3C JMJD2C KIAA0780	1056
O75164	KDM4A JHDM3A JMJD2 JMJD2A KIAA0677	1064
O95835	LATS1 WARTS	1130
Q01650	SLC7A5 CD98LC LAT1 MPE16	507
Q9HAP6	LIN7B MALS2 VELI2 UNQ3116/PRO10200	207
Q9BVC4	MLST8 GBL LST8	326
O94822	LTN1 C21orf10 C21orf98 KIAA0714 RNF160 ZNF294 HSPC087	1766
P28335	HTR2C HTR1C	458
P27348	YWHAQ	245
Q9NP55	BPIFA1 LUNX NASG PLUNC SPLUNC1 SPURT UNQ787/PRO1606	256
Q04771	ACVR1 ACVRLK2	509
P01258	CALCA CALC1	141
O95831	AIFM1 AIF PDCD8	613
P00813	ADA ADA1	363
O95503	CBX6	412
Q9UPQ3	AGAP1 CENTG2 KIAA1099	857
P35318	ADM AM	185
P15514	AREG AREGB SDGF	252
Q9UJX5	ANAPC4 APC4	808
Q9Y4X5	ARIH1 ARI MOP6 UBCH7BP HUSSY-27	557
O60306	AQR KIAA0560	1485
Q8WWN8	ARAP3 CENTD3	1544
Q9Y376	CAB39 MO25 CGI-66	341
P02749	APOH B2G1	345
Q00975	CACNA1B CACH5 CACNL1A5	2339
P40121	CAPG AFCP MCP	348
P02745	C1QA	245
O95154	AKR7A3 AFAR2	331
Q9NQW6	ANLN	1124
P50895	BCAM LU MSK19	628
Q16611	BAK1 BAK BCL2L7 CDN1	211
P78543	BTG2 PC3	158
P30988	CALCR	474
Q9Y698	CACNG2	323
Q9UQN3	CHMP2B CGI-84	213
O43745	CHP2 HCA520	196
Q8TEP8	CEP192 KIAA1569 PP8407	2537
Q9BUN8	DERL1 DER1 UNQ243/PRO276	251
Q9Y5P4	CERT1 CERT COL4A3BP STARD11	624
P00450	CP	1065
P40199	CEACAM6 NCA	344
P14635	CCNB1 CCNB	433
O75419	CDC45 CDC45L CDC45L2 UNQ374/PRO710	566
Q6P1J9	CDC73 C1orf28 HRPT2	531
P30281	CCND3	292
P06307	CCK	115
P55773	CCL23 MIP3 MPIF1 SCYA23	120
P29973	CNGA1 CNCG CNCG1	686
O43323	DHH	396
Q8WXI2	CNKSR2 CNK2 KIAA0902 KSR2	1034
Q15054	POLD3 KIAA0039	466
Q9HCU8	POLD4 POLDS	107
P33316	DUT	252
Q07864	POLE POLE1	2286
P06340	HLA-DOA HLA-DNA HLA-DZA	250
P13765	HLA-DOB	273
Q96BY6	DOCK10 KIAA0694 ZIZ3	2186
P56282	POLE2 DPE2	527
P20036	HLA-DPA1 HLA-DP1A HLASB	260
Q05193	DNM1 DNM	864
Q14183	DOC2A	400
Q14185	DOCK1	1865
Q92608	DOCK2 KIAA0209	1830
P04440	HLA-DPB1 HLA-DP1B	258
P50570	DNM2 DYN2	870
Q9H7D0	DOCK5	1870
P54098	POLG MDP1 POLG1 POLGA	1239
Q6B8I1	DUSP13 BEDP DUSP13A MDSP	188
Q9UII6	DUSP13 DUSP13B TMDP	198
Q9UQ16	DNM3 KIAA0820	869
Q9UHN1	POLG2 MTPOLB	485
Q96N67	DOCK7 KIAA1771	2140
Q9BZ29	DOCK9 KIAA1058 ZIZ1	2069
P09884	POLA1 POLA	1462
Q13627	DYRK1A DYRK MNB MNBH	763
P06746	POLB	335
Q9UGP5	POLL	575
Q9NP87	POLM polmu	494
Q7Z5Q5	POLN	900
P16444	DPEP1 MDP RDP	411
O75417	POLQ POLH	2590
Q92630	DYRK2	601
O43781	DYRK3	588
Q9BU89	DOHH HLRC1	302
Q99704	DOK1	481
Q16643	DBN1 D0S117E	649
O60496	DOK2	412
Q13011	ECH1	328
Q9Y295	DRG1 NEDD3	367
Q9P104	DOK5 C20orf180	306
P00374	DHFR	187
P40939	HADHA HADH	763
P55084	HADHB MSTP029	474
Q15125	EBP	230
P43003	SLC1A3 EAAT1 GLAST GLAST1	542
P30046	DDT	118
P09172	DBH	617
P43005	SLC1A1 EAAC1 EAAT3	524
O75923	DYSF FER1L1	2080
Q96DC8	ECHDC3 PP1494 PP8332	303
Q8TDB6	DTX3L BBAP	740
Q03001	DST BP230 BP240 BPAG1 DMH DT KIAA0728	7570
P30084	ECHS1	290
P42126	ECI1 DCI	302
Q96JC9	EAF1	268
P42892	ECE1	770
O75521	ECI2 DRS1 HCA88 PECI	394
Q9NRD9	DUOX1 DUOX LNOX1 THOX1	1551
Q9Y6W6	DUSP10 MKP5	482
O75319	DUSP11 PIR1	377
Q9UNI6	DUSP12	340
P19525	EIF2AK2 PKR PRKR	551
O95147	DUSP14 MKP6	198
Q5JTJ3	COA6 C1orf31	125
Q9H1R2	DUSP15 C20orf57 VHY	295
Q9NZJ5	EIF2AK3 PEK PERK	1116
Q9NZJ0	DTL CDT2 CDW1 DCAF2 L2DTL RAMP	730
Q96DZ5	CLIP3 CLIPR59	547
Q14008	CKAP5 KIAA0097	2032
P26992	CNTFR	372
P49760	CLK2	499
P02452	COL1A1	1464
Q9P021	CRIPT HSPC139	101
Q14894	CRYM THBP	314
P24462	CYP3A7	503
P41240	CSK	450
P00414	MT-CO3 COIII COXIII MTCO3	261
O14529	CUX2 CUTL2 KIAA0293	1486
P27037	ACVR2A ACVR2	513
P17735	TAT	454
Q9Y615	ACTL7A	435
Q96LC9	BMF	184
Q9HC16	APOBEC3G MDS019	384
P29372	MPG AAG ANPG MID1	298
P53396	ACLY	1101
Q13085	ACACA ACAC ACC1 ACCA	2346
P11229	CHRM1	460
Q6NTF7	APOBEC3H	200
P13497	BMP1 PCOLC	986
O00763	ACACB ACC2 ACCB	2458
O95477	ABCA1 ABC1 CERP	2261
P54619	PRKAG1	331
Q96CA5	BIRC7 KIAP LIVIN MLIAP RNF50 UNQ5800/PRO19607/PRO21344	298
Q8NC06	ACBD4 HMFT0700	268
P51572	BCAP31 BAP31 DXS1357E	246
Q5T8D3	ACBD5 KIAA1996	534
Q9NPJ3	ACOT13 THEM2 HT012 PNAS-27	140
Q13873	BMPR2 PPH1	1038
Q9NP58	ABCB6 MTABC3 PRP UMAT	842
O00238	BMPR1B	502
Q10588	BST1	318
Q93088	BHMT	406
Q9NRK6	ABCB10	738
Q9HBU1	BARX1	254
Q8WZ19	KCTD13 BACURD1 PDIP1 POLDIP1 FKSG86 PP6832	329
Q09428	ABCC8 HRINS SUR SUR1	1581
Q9UHR4	BAIAP2L1 IRTKS	511
Q8N9L9	ACOT4 PTE2B PTEIB	421
O14678	ABCD4 PXMP1L	606
Q9H694	BICC1	974
P21589	NT5E NT5 NTE	574
P30153	PPP2R1A	589
P00505	GOT2 KYAT4	430
Q9NRA8	EIF4ENIF1	985
O75531	BANF1 BAF BCRG1	89
Q13541	EIF4EBP1	118
Q9BRD0	BUD13	619
Q99933	BAG1 HAP	345
Q5VW32	BROX BROFTI C1orf58	411
P30939	HTR1F HTR1EL	366
Q9BYF1	ACE2 UNQ868/PRO1885	805
P63104	YWHAZ	245
Q86WA6	BPHL MCNAA	291
Q06187	BTK AGMX1 ATK BPK	659
Q7Z5R6	APBB1IP PREL1 RARP1 RIAM	666
P05067	APP A4 AD1	770
P30542	ADORA1	326
Q15758	SLC1A5 ASCT2 M7V1 RDR RDRC	541
P01011	SERPINA3 AACT GIG24 GIG25	423
P17213	BPI	487
Q9BWV1	BOC UNQ604/PRO1190	1114
Q92843	BCL2L2 BCLW KIAA0271	193
Q12904	AIMP1 EMAP2 SCYE1	312
P02768	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341	609
O15169	AXIN1 AXIN	862
Q9NWT8	AURKAIP1 AIP AKIP MRPS38	199
P00352	ALDH1A1 ALDC ALDH1 PUMB1	501
P55008	AIF1 G1 IBA1	147
O14862	AIM2	343
Q96B36	AKT1S1 PRAS40	256
P40394	ADH7	386
P27482	CALML3	149
P42575	CASP2 ICH1 NEDD2	452
Q9UHX3	ADGRE2 EMR2	823
P53634	CTSC CPPI	463
Q8N4X5	AFAP1L2 KIAA1914 XB130	818
Q8TD30	GPT2 AAT2 ALT2	523
Q9BXJ7	AMN UNQ513/PRO1028	453
P55263	ADK	362
P08588	ADRB1 ADRB1R B1AR	477
P18085	ARF4 ARF2	180
O14815	CAPN9 NCL4	690
O95704	APBB3 FE65L2	486
O43307	ARHGEF9 ARHDH9 KIAA0424	516
P55064	AQP5	265
P08519	LPA	2040
P12429	ANXA3 ANX3	323
P35790	CHKA CHK CKI	457
Q9Y6B7	AP4B1	739
O00189	AP4M1 MUARP2	453
Q03188	CENPC CENPC1 ICEN7	943
Q02224	CENPE	2701
O43747	AP1G1 ADTG CLAPG1	822
O75843	AP1G2	785
P17342	NPR3 ANPRC C5orf23 NPRC	541
Q9UJX6	ANAPC2 APC2 KIAA1406	822
Q9HC77	CENPJ CPAP LAP LIP1	1338
Q07075	ENPEP	957
Q01151	CD83	205
Q96H22	CENPN C16orf60 ICEN32 BM-309	339
O95319	CELF2 BRUNOL3 CUGBP2 ETR3 NAPOR	508
P49418	AMPH AMPH1	695
Q9H9E1	ANKRA2 ANKRA	313
Q92625	ANKS1A ANKS1 KIAA0229 ODIN	1134
P13569	CFTR ABCC7	1480
Q96GN5	CDCA7L HR1 JPO2 R1	454
P15144	ANPEP APN CD13 PEPN	967
P01008	SERPINC1 AT3 PRO0309	464
Q96MT8	CEP63	703
P15848	ARSB	533
Q5SQI0	ATAT1 C6orf134 MEC17 Nbla00487	421
Q9ULI0	ATAD2B KIAA1240	1458
P16671	CD36 GP3B GP4	472
P16070	CD44 LHR MDU2 MDU3 MIC4	742
Q9P232	CNTN3 KIAA1496 PANG	1028
P46100	ATRX RAD54L XH2	2492
P61923	COPZ1 COPZ CGI-120 HSPC181	177
P11511	CYP19A1 ARO1 CYAR CYP19	503
Q5J8M3	EMC4 TMEM85 HSPC184 PIG17	183
Q9P013	CWC15 C11orf5 AD-002 HSPC148	229
Q9UNE7	STUB1 CHIP PP1131	303
Q7Z2E3	APTX AXA1	356
P13500	CCL2 MCP1 SCYA2	99
Q9NVP2	ASF1B	202
Q99439	CNN2	309
Q9Y271	CYSLTR1 CYSLT1	337
Q96CD2	PPCDC COAC MDS018 UNQ9365/PRO34154	204
Q9H8M5	CNNM2 ACDP2	875
Q8NE01	CNNM3 ACDP3	707
Q6P4Q7	CNNM4 ACDP4 KIAA1592	775
Q8TCG1	CIP2A KIAA1524	905
Q96LI5	CNOT6L CCR4B	555
Q15642	TRIP10 CIP4 STOT STP	601
A5YKK6	CNOT1 CDC39 KIAA1007 NOT1 AD-005	2376
Q9NZN8	CNOT2 CDC36 NOT2 HSPC131 MSTP046	540
O75175	CNOT3 KIAA0691 LENG2 NOT3	753
O95628	CNOT4 NOT4	575
Q9ULM6	CNOT6 CCR4 CCR4a KIAA1194	557
Q9Y6Y1	CAMTA1 KIAA0833 MSTP023	1673
Q9UIV1	CNOT7 CAF1	285
Q92600	CNOT9 RCD1 RQCD1	299
Q86VU5	COMTD1 UNQ766/PRO1558	262
Q8N1G2	CMTR1 FTSJD2 KIAA0082 MTR1	835
Q8N0X4	CLYBL CLB	340
Q86X95	CIR1 CIR	450
Q14011	CIRBP A18HNRNP CIRP	172
P09543	CNP	421
Q9NZ45	CISD1 C10orf70 ZCD1 MDS029	108
Q8N5K1	CISD2 CDGSH2 ERIS ZCD2	135
P0C7P0	CISD3	127
Q5T280	SPOUT1 C9orf114	376
P08123	COL1A2	1366
Q9NSA3	CTNNBIP1 ICAT	81
P23946	CMA1 CYH CYM	247
Q9H5X1	CIAO2A CIA2A FAM96A	160
P02458	COL2A1	1487
Q15003	NCAPH BRRN BRRN1 CAPH KIAA0074	741
P06681	C2	752
P61024	CKS1B CKS1 PNAS-143 PNAS-16	79
O76071	CIAO1 CIA1 WDR39	339
P02461	COL3A1	1466
P33552	CKS2	79
P01024	C3 CPAMD1	1663
Q99828	CIB1 CIB KIP PRKDCIP	191
P02462	COL4A1	1669
Q96Q77	CIB3 KIP3	187
P08572	COL4A2	1712
Q9Y2V2	CARHSP1	147
Q01955	COL4A3	1670
P57739	CLDN2 PSEC0059 SP82 UNQ705/PRO1356	230
Q96RK0	CIC KIAA0306	1608
P53420	COL4A4	1690
O14493	CLDN4 CPER CPETR1 WBSCR8	209
P29400	COL4A5	1685
P0C0L4	C4A CO4 CPAMD2	1744
P0C0L5	C4B CO4 CPAMD3; C4B_2	1744
O95484	CLDN9	217
Q16740	CLPP	277
P01031	C5 CPAMD4	1676
O60543	CIDEA	219
Q9UHD4	CIDEB	219
Q7Z460	CLASP1 KIAA0622 MAST1	1538
Q9UMR7	CLEC4A CLECSF6 DCIR LLIR HDCGC13P	237
Q8WTT0	CLEC4C BDCA2 CLECSF11 CLECSF7 DLEC HECL UNQ9361/PRO34150	213
P12111	COL6A3	3177
Q8WXI8	CLEC4D CLECSF8 MCL	215
O75122	CLASP2 KIAA0627	1294
Q9ULY5	CLEC4E CLECSF9 MINCLE UNQ218/PRO244	219
Q8WUH1	CHURC1 C14orf52 CHCH My015	112
P13671	C6	934
Q9UJ71	CD207 CLEC4K	328
Q9H2X3	CLEC4M CD209L CD209L1 CD299	399
P28329	CHAT	748
P10643	C7	843
Q9NY25	CLEC5A CLECSF5 MDL1	188
Q8IUN9	CLEC10A CLECSF13 CLECSF14 HML	316
Q6EIG7	CLEC6A CLECSF10 DECTIN2	209
P07357	C8A	584
P07358	C8B	591
Q9P126	CLEC1B CLEC2 UNQ721/PRO1384	229
Q6UXN8	CLEC9A UNQ9341/PRO34046	241
Q6UVW9	CLEC2A KACL UNQ5792/PRO19597	174
A8K7I4	CLCA1 CACC1	914
P07360	C8G	202
Q9UHP7	CLEC2D CLAX LLT1 OCIL	191
P20849	COL9A1	921
Q14055	COL9A2	689
Q14050	COL9A3	684
Q96LT7	C9orf72 DENND9 DENNL72	481
Q00610	CLTC CLH17 CLTCL2 KIAA0034	1675
P02748	C9	559
Q9H0W9	C11orf54 LP4947 PTD012	315
Q9H3H3	C11orf68 BLES03	292
P09496	CLTA	248
O00299	CLIC1 G6 NCC27	241
O15247	CLIC2	247
O95833	CLIC3	236
P21554	CNR1 CNR	472
Q9Y696	CLIC4	253
Q9NZA1	CLIC5	410
P34972	CNR2 CB2A CB2B	360
Q02246	CNTN2 AXT TAG1 TAX1	1040
P15056	BRAF BRAF1 RAFB1	766
Q9UQB8	BAIAP2	552
Q9HAW0	BRF2 BRFU PRO1470	419
Q86VP6	CAND1 KIAA0829 TIP120 TIP120A	1230
P20160	AZU1	251
Q66GS9	CEP135 CEP4 KIAA0635	1140
Q9BV73	CEP250 CEP2 CNAP1	2442
P09919	CSF3 C17orf33 GCSF	207
Q9Y222	DMTF1 DMP1	760
Q86SQ9	DHDDS HDS	333
Q92997	DVL3 KIAA0208	716
P21917	DRD4	419
P32926	DSG3 CDHF6	999
Q30154	HLA-DRB5	266
Q14181	POLA2	598
Q9NQX3	GPHN GPH KIAA1385	736
O95390	GDF11 BMP11	407
P14136	GFAP	432
Q99988	GDF15 MIC1 PDF PLAB PTGFB	308
P52306	RAP1GDS1	607
Q9UK05	GDF2 BMP9	429
P43026	GDF5 BMP14 CDMP1	501
Q02108	GUCY1A1 GUC1A3 GUCSA3 GUCY1A3	690
O00258	GET1 CHD5 WRB	174
Q02153	GUCY1B1 GUC1B3 GUCSB3 GUCY1B3	619
Q06210	GFPT1 GFAT GFPT	699
O14793	MSTN GDF8	375
Q14397	GCKR	625
P56159	GFRA1 GDNFRA RETL1 TRNR1	465
O00451	GFRA2 GDNFRB RETL2 TRNR2	464
O60609	GFRA3 UNQ339/PRO538/PRO3664	400
Q6UXV0	GFRAL C6orf144 UNQ9356/PRO34128	394
P30047	GCHFR GFRP	84
Q02643	GHRHR	423
P52565	ARHGDIA GDIA1	204
Q9UBU3	GHRL MTLRP UNQ524/PRO1066	117
P52566	ARHGDIB GDIA2 GDID4 RAP1GN1	201
Q9UJY5	GGA1	639
P10912	GHR	638
Q9UJY4	GGA2 KIAA1080	613
Q9NZ52	GGA3 KIAA0154	723
O94923	GLCE KIAA0836	617
Q9BVM4	GGACT A2LD1	153
Q9BSJ2	TUBGCP2 GCP2	902
O75223	GGCT C7orf24 CRF21	188
Q96CW5	TUBGCP3 GCP3	907
P48728	AMT GCST	403
Q9UGJ1	TUBGCP4 76P GCP4	667
Q96RT8	TUBGCP5 GCP5 KIAA1899	1024
P04062	GBA GC GLUC	536
Q9H3P7	ACBD3 GCP60 GOCAP1 GOLPH1	528
Q96RT7	TUBGCP6 GCP6 KIAA1669	1819
Q9Y223	GNE GLCNE	722
P06396	GSN	782
P01215	CGA	116
P04150	NR3C1 GRL	777
Q92820	GGH	318
P08151	GLI1 GLI	1106
A6NCL1	GMNC GEMC1	334
P10071	GLI3	1580
Q04446	GBE1	702
O14893	GEMIN2 SIP1	280
Q8TEQ6	GEMIN5	1508
Q6ZMI3	GLDN COLM UNQ9339/PRO34011	551
Q8WXD5	GEMIN6	167
P48060	GLIPR1 GLIPR RTVP1	266
Q9H840	GEMIN7	131
Q9NWZ8	GEMIN8 FAM51A1	242
Q92847	GHSR	366
